Column1;ProductType;LoadFamily;LoadLevel;ShearFamily;ShearLevel;Height;TopCover;ProductLength;f__ck;MRdPos;MRdNeg;VRdPos;VRdNeg;VRdMax;NRd;HRd;TanALPHA;SpringStiff;LambdaEq;InsThickness;ProductFamily;AnchoLength;minLength;DoubleMoment;DoubleShear;Type;;;;;;;;;;;;;;;;;;
8867;EBEA-1100 RS 3x14 -4x8 Ds200;1100 RS;3x14;Rebar;4x8;200;30;1000;25;0;-33444448.55;90760;0;244500;0;0;0.937975878;3566;#NEDOSTUPNÝ;80;EBEA;;400;FALSE;FALSE;Slab-to-Slab;;;;;;;;;;;;;;;;;;
8868;EBEA-1100 RS 3x14 -4x8 Ds220;1100 RS;3x14;Rebar;4x8;220;30;1000;25;0;-38903737.85;96375;0;274500;0;0;0.803750809;4840;#NEDOSTUPNÝ;80;EBEA;;400;FALSE;FALSE;Slab-to-Slab;;;;;;;;;;;;;;;;;;
8869;EBEA-1100 RS 3x14 -4x8 Ds240;1100 RS;3x14;Rebar;4x8;240;30;1000;25;0;-44422142.21;99395;0;304500;0;0;0.701343689;6334;#NEDOSTUPNÝ;80;EBEA;;400;FALSE;FALSE;Slab-to-Slab;;;;;;;;;;;;;;;;;;
8870;EBEA-1100 RS 3x14 -4x8 Ds260;1100 RS;3x14;Rebar;4x8;260;30;1000;25;0;-50006110.55;102996;0;319500;0;0;0.620490665;8059;#NEDOSTUPNÝ;80;EBEA;;400;FALSE;FALSE;Slab-to-Slab;;;;;;;;;;;;;;;;;;
8871;EBEA-1100 RS 3x14 -4x8 Ds280;1100 RS;3x14;Rebar;4x8;280;30;1000;25;0;-55529286.02;104610;0;364500;0;0;0.553453992;10033;#NEDOSTUPNÝ;80;EBEA;;400;FALSE;FALSE;Slab-to-Slab;;;;;;;;;;;;;;;;;;
8872;EBEA-1100 RS 3x14 -4x8 Ds300;1100 RS;3x14;Rebar;4x8;300;30;1000;25;0;-60920478.84;106096;0;394500;0;0;0.49620982;12277;#NEDOSTUPNÝ;80;EBEA;;400;FALSE;FALSE;Slab-to-Slab;;;;;;;;;;;;;;;;;;
8873;EBEA-1100 RS 3x14 -5x8 Ds160;1100 RS;3x14;Rebar;5x8;160;30;1000;25;0;-22677419.47;91311;0;184500;0;0;1.39067414;1631;#NEDOSTUPNÝ;80;EBEA;;400;FALSE;FALSE;Slab-to-Slab;;;;;;;;;;;;;;;;;;
8874;EBEA-1100 RS 3x14 -5x8 Ds180;1100 RS;3x14;Rebar;5x8;180;30;1000;25;0;-28037825.39;103892;0;214500;0;0;1.122029056;2499;#NEDOSTUPNÝ;80;EBEA;;400;FALSE;FALSE;Slab-to-Slab;;;;;;;;;;;;;;;;;;
8875;EBEA-1100 RS 3x14 -5x8 Ds200;1100 RS;3x14;Rebar;5x8;200;30;1000;25;0;-33444448.55;113450;0;244500;0;0;0.937975878;3566;#NEDOSTUPNÝ;80;EBEA;;400;FALSE;FALSE;Slab-to-Slab;;;;;;;;;;;;;;;;;;
8876;EBEA-1100 RS 3x14 -5x8 Ds220;1100 RS;3x14;Rebar;5x8;220;30;1000;25;0;-38903737.85;120469;0;274500;0;0;0.803750809;4840;#NEDOSTUPNÝ;80;EBEA;;400;FALSE;FALSE;Slab-to-Slab;;;;;;;;;;;;;;;;;;
8877;EBEA-1100 RS 3x14 -5x8 Ds240;1100 RS;3x14;Rebar;5x8;240;30;1000;25;0;-44422142.21;124244;0;304500;0;0;0.701343689;6334;#NEDOSTUPNÝ;80;EBEA;;400;FALSE;FALSE;Slab-to-Slab;;;;;;;;;;;;;;;;;;
8878;EBEA-1100 RS 3x14 -5x8 Ds260;1100 RS;3x14;Rebar;5x8;260;30;1000;25;0;-50006110.55;128745;0;319500;0;0;0.620490665;8059;#NEDOSTUPNÝ;80;EBEA;;400;FALSE;FALSE;Slab-to-Slab;;;;;;;;;;;;;;;;;;
8879;EBEA-1100 RS 3x14 -5x8 Ds280;1100 RS;3x14;Rebar;5x8;280;30;1000;25;0;-55529286.02;130762;0;364500;0;0;0.553453992;10033;#NEDOSTUPNÝ;80;EBEA;;400;FALSE;FALSE;Slab-to-Slab;;;;;;;;;;;;;;;;;;
8880;EBEA-1100 RS 3x14 -5x8 Ds300;1100 RS;3x14;Rebar;5x8;300;30;1000;25;0;-60920478.84;132619;0;394500;0;0;0.49620982;12277;#NEDOSTUPNÝ;80;EBEA;;400;FALSE;FALSE;Slab-to-Slab;;;;;;;;;;;;;;;;;;
8881;EBEA-1100 RS 3x14 -2x10 Ds160;1100 RS;3x14;Rebar;2x10;160;30;1000;25;0;-22677419.47;57069;0;184500;0;0;1.39067414;1631;#NEDOSTUPNÝ;80;EBEA;;400;FALSE;FALSE;Slab-to-Slab;;;;;;;;;;;;;;;;;;
8882;EBEA-1100 RS 3x14 -2x10 Ds180;1100 RS;3x14;Rebar;2x10;180;30;1000;25;0;-28037825.39;64933;0;214500;0;0;1.122029056;2499;#NEDOSTUPNÝ;80;EBEA;;400;FALSE;FALSE;Slab-to-Slab;;;;;;;;;;;;;;;;;;
8883;EBEA-1100 RS 3x14 -2x10 Ds200;1100 RS;3x14;Rebar;2x10;200;30;1000;25;0;-33444448.55;70906;0;244500;0;0;0.937975878;3566;#NEDOSTUPNÝ;80;EBEA;;400;FALSE;FALSE;Slab-to-Slab;;;;;;;;;;;;;;;;;;
8884;EBEA-1100 RS 3x14 -2x10 Ds220;1100 RS;3x14;Rebar;2x10;220;30;1000;25;0;-38903737.85;75293;0;274500;0;0;0.803750809;4840;#NEDOSTUPNÝ;80;EBEA;;400;FALSE;FALSE;Slab-to-Slab;;;;;;;;;;;;;;;;;;
8885;EBEA-1100 RS 3x14 -2x10 Ds240;1100 RS;3x14;Rebar;2x10;240;30;1000;25;0;-44422142.21;77652;0;304500;0;0;0.701343689;6334;#NEDOSTUPNÝ;80;EBEA;;400;FALSE;FALSE;Slab-to-Slab;;;;;;;;;;;;;;;;;;
8886;EBEA-1100 RS 3x14 -2x10 Ds260;1100 RS;3x14;Rebar;2x10;260;30;1000;25;0;-50006110.55;80466;0;319500;0;0;0.620490665;8059;#NEDOSTUPNÝ;80;EBEA;;400;FALSE;FALSE;Slab-to-Slab;;;;;;;;;;;;;;;;;;
8887;EBEA-1100 RS 3x14 -2x10 Ds280;1100 RS;3x14;Rebar;2x10;280;30;1000;25;0;-55529286.02;81726;0;364500;0;0;0.553453992;10033;#NEDOSTUPNÝ;80;EBEA;;400;FALSE;FALSE;Slab-to-Slab;;;;;;;;;;;;;;;;;;
8888;EBEA-1100 RS 3x14 -2x10 Ds300;1100 RS;3x14;Rebar;2x10;300;30;1000;25;0;-60920478.84;82887;0;394500;0;0;0.49620982;12277;#NEDOSTUPNÝ;80;EBEA;;400;FALSE;FALSE;Slab-to-Slab;;;;;;;;;;;;;;;;;;
8889;EBEA-1100 RS 3x14 -3x10 Ds160;1100 RS;3x14;Rebar;3x10;160;30;1000;25;0;-22677419.47;85604;0;184500;0;0;1.39067414;1631;#NEDOSTUPNÝ;80;EBEA;;400;FALSE;FALSE;Slab-to-Slab;;;;;;;;;;;;;;;;;;
8890;EBEA-1100 RS 3x14 -3x10 Ds180;1100 RS;3x14;Rebar;3x10;180;30;1000;25;0;-28037825.39;97399;0;214500;0;0;1.122029056;2499;#NEDOSTUPNÝ;80;EBEA;;400;FALSE;FALSE;Slab-to-Slab;;;;;;;;;;;;;;;;;;
8891;EBEA-1100 RS 3x14 -3x10 Ds200;1100 RS;3x14;Rebar;3x10;200;30;1000;25;0;-33444448.55;106359;0;244500;0;0;0.937975878;3566;#NEDOSTUPNÝ;80;EBEA;;400;FALSE;FALSE;Slab-to-Slab;;;;;;;;;;;;;;;;;;
8892;EBEA-1100 RS 3x14 -3x10 Ds220;1100 RS;3x14;Rebar;3x10;220;30;1000;25;0;-38903737.85;112940;0;274500;0;0;0.803750809;4840;#NEDOSTUPNÝ;80;EBEA;;400;FALSE;FALSE;Slab-to-Slab;;;;;;;;;;;;;;;;;;
8893;EBEA-1100 RS 3x14 -3x10 Ds240;1100 RS;3x14;Rebar;3x10;240;30;1000;25;0;-44422142.21;116479;0;304500;0;0;0.701343689;6334;#NEDOSTUPNÝ;80;EBEA;;400;FALSE;FALSE;Slab-to-Slab;;;;;;;;;;;;;;;;;;
8894;EBEA-1100 RS 3x14 -3x10 Ds260;1100 RS;3x14;Rebar;3x10;260;30;1000;25;0;-50006110.55;120699;0;319500;0;0;0.620490665;8059;#NEDOSTUPNÝ;80;EBEA;;400;FALSE;FALSE;Slab-to-Slab;;;;;;;;;;;;;;;;;;
8895;EBEA-1100 RS 3x14 -3x10 Ds280;1100 RS;3x14;Rebar;3x10;280;30;1000;25;0;-55529286.02;122589;0;364500;0;0;0.553453992;10033;#NEDOSTUPNÝ;80;EBEA;;400;FALSE;FALSE;Slab-to-Slab;;;;;;;;;;;;;;;;;;
8896;EBEA-1100 RS 3x14 -3x10 Ds300;1100 RS;3x14;Rebar;3x10;300;30;1000;25;0;-60920478.84;124331;0;394500;0;0;0.49620982;12277;#NEDOSTUPNÝ;80;EBEA;;400;FALSE;FALSE;Slab-to-Slab;;;;;;;;;;;;;;;;;;
8897;EBEA-1100 RS 3x14 -4x10 Ds160;1100 RS;3x14;Rebar;4x10;160;30;1000;25;0;-22677419.47;114139;0;184500;0;0;1.39067414;1631;#NEDOSTUPNÝ;80;EBEA;;400;FALSE;FALSE;Slab-to-Slab;;;;;;;;;;;;;;;;;;
8898;EBEA-1100 RS 3x14 -4x10 Ds180;1100 RS;3x14;Rebar;4x10;180;30;1000;25;0;-28037825.39;129865;0;214500;0;0;1.122029056;2499;#NEDOSTUPNÝ;80;EBEA;;400;FALSE;FALSE;Slab-to-Slab;;;;;;;;;;;;;;;;;;
8899;EBEA-1100 RS 3x14 -4x10 Ds200;1100 RS;3x14;Rebar;4x10;200;30;1000;25;0;-33444448.55;141812;0;244500;0;0;0.937975878;3566;#NEDOSTUPNÝ;80;EBEA;;400;FALSE;FALSE;Slab-to-Slab;;;;;;;;;;;;;;;;;;
8900;EBEA-1100 RS 3x14 -4x10 Ds220;1100 RS;3x14;Rebar;4x10;220;30;1000;25;0;-38903737.85;150586;0;274500;0;0;0.803750809;4840;#NEDOSTUPNÝ;80;EBEA;;400;FALSE;FALSE;Slab-to-Slab;;;;;;;;;;;;;;;;;;
8901;EBEA-1100 RS 3x14 -4x10 Ds240;1100 RS;3x14;Rebar;4x10;240;30;1000;25;0;-44422142.21;155305;0;304500;0;0;0.701343689;6334;#NEDOSTUPNÝ;80;EBEA;;400;FALSE;FALSE;Slab-to-Slab;;;;;;;;;;;;;;;;;;
8902;EBEA-1100 RS 3x14 -4x10 Ds260;1100 RS;3x14;Rebar;4x10;260;30;1000;25;0;-50006110.55;160932;0;319500;0;0;0.620490665;8059;#NEDOSTUPNÝ;80;EBEA;;400;FALSE;FALSE;Slab-to-Slab;;;;;;;;;;;;;;;;;;
8903;EBEA-1100 RS 3x14 -4x10 Ds280;1100 RS;3x14;Rebar;4x10;280;30;1000;25;0;-55529286.02;163452;0;364500;0;0;0.553453992;10033;#NEDOSTUPNÝ;80;EBEA;;400;FALSE;FALSE;Slab-to-Slab;;;;;;;;;;;;;;;;;;
8904;EBEA-1100 RS 3x14 -4x10 Ds300;1100 RS;3x14;Rebar;4x10;300;30;1000;25;0;-60920478.84;165774;0;394500;0;0;0.49620982;12277;#NEDOSTUPNÝ;80;EBEA;;400;FALSE;FALSE;Slab-to-Slab;;;;;;;;;;;;;;;;;;
8905;EBEA-1100 RS 3x14 -5x10 Ds160;1100 RS;3x14;Rebar;5x10;160;30;1000;25;0;-22677419.47;142673;0;184500;0;0;1.39067414;1631;#NEDOSTUPNÝ;80;EBEA;;400;FALSE;FALSE;Slab-to-Slab;;;;;;;;;;;;;;;;;;
8906;EBEA-1100 RS 3x14 -5x10 Ds180;1100 RS;3x14;Rebar;5x10;180;30;1000;25;0;-28037825.39;162332;0;214500;0;0;1.122029056;2499;#NEDOSTUPNÝ;80;EBEA;;400;FALSE;FALSE;Slab-to-Slab;;;;;;;;;;;;;;;;;;
8907;EBEA-1100 RS 3x14 -5x10 Ds200;1100 RS;3x14;Rebar;5x10;200;30;1000;25;0;-33444448.55;177265;0;244500;0;0;0.937975878;3566;#NEDOSTUPNÝ;80;EBEA;;400;FALSE;FALSE;Slab-to-Slab;;;;;;;;;;;;;;;;;;
8908;EBEA-1100 RS 3x14 -5x10 Ds220;1100 RS;3x14;Rebar;5x10;220;30;1000;25;0;-38903737.85;188233;0;274500;0;0;0.803750809;4840;#NEDOSTUPNÝ;80;EBEA;;400;FALSE;FALSE;Slab-to-Slab;;;;;;;;;;;;;;;;;;
8909;EBEA-1100 RS 3x14 -5x10 Ds240;1100 RS;3x14;Rebar;5x10;240;30;1000;25;0;-44422142.21;194131;0;304500;0;0;0.701343689;6334;#NEDOSTUPNÝ;80;EBEA;;400;FALSE;FALSE;Slab-to-Slab;;;;;;;;;;;;;;;;;;
8910;EBEA-1100 RS 3x14 -5x10 Ds260;1100 RS;3x14;Rebar;5x10;260;30;1000;25;0;-50006110.55;201164;0;319500;0;0;0.620490665;8059;#NEDOSTUPNÝ;80;EBEA;;400;FALSE;FALSE;Slab-to-Slab;;;;;;;;;;;;;;;;;;
8911;EBEA-1100 RS 3x14 -5x10 Ds280;1100 RS;3x14;Rebar;5x10;280;30;1000;25;0;-55529286.02;204316;0;364500;0;0;0.553453992;10033;#NEDOSTUPNÝ;80;EBEA;;400;FALSE;FALSE;Slab-to-Slab;;;;;;;;;;;;;;;;;;
8912;EBEA-1100 RS 3x14 -5x10 Ds300;1100 RS;3x14;Rebar;5x10;300;30;1000;25;0;-60920478.84;207218;0;394500;0;0;0.49620982;12277;#NEDOSTUPNÝ;80;EBEA;;400;FALSE;FALSE;Slab-to-Slab;;;;;;;;;;;;;;;;;;
8913;EBEA-1100 RS 3x14 -2x12 Ds160;1100 RS;3x14;Rebar;2x12;160;30;1000;25;0;-22677419.47;82180;0;184500;0;0;1.39067414;1631;#NEDOSTUPNÝ;80;EBEA;;400;FALSE;FALSE;Slab-to-Slab;;;;;;;;;;;;;;;;;;
8914;EBEA-1100 RS 3x14 -2x12 Ds180;1100 RS;3x14;Rebar;2x12;180;30;1000;25;0;-28037825.39;93503;0;214500;0;0;1.122029056;2499;#NEDOSTUPNÝ;80;EBEA;;400;FALSE;FALSE;Slab-to-Slab;;;;;;;;;;;;;;;;;;
8915;EBEA-1100 RS 3x14 -2x12 Ds200;1100 RS;3x14;Rebar;2x12;200;30;1000;25;0;-33444448.55;102105;0;244500;0;0;0.937975878;3566;#NEDOSTUPNÝ;80;EBEA;;400;FALSE;FALSE;Slab-to-Slab;;;;;;;;;;;;;;;;;;
8916;EBEA-1100 RS 3x14 -2x12 Ds220;1100 RS;3x14;Rebar;2x12;220;30;1000;25;0;-38903737.85;108422;0;274500;0;0;0.803750809;4840;#NEDOSTUPNÝ;80;EBEA;;400;FALSE;FALSE;Slab-to-Slab;;;;;;;;;;;;;;;;;;
8917;EBEA-1100 RS 3x14 -2x12 Ds240;1100 RS;3x14;Rebar;2x12;240;30;1000;25;0;-44422142.21;111819;0;304500;0;0;0.701343689;6334;#NEDOSTUPNÝ;80;EBEA;;400;FALSE;FALSE;Slab-to-Slab;;;;;;;;;;;;;;;;;;
8918;EBEA-1100 RS 3x14 -2x12 Ds260;1100 RS;3x14;Rebar;2x12;260;30;1000;25;0;-50006110.55;115871;0;319500;0;0;0.620490665;8059;#NEDOSTUPNÝ;80;EBEA;;400;FALSE;FALSE;Slab-to-Slab;;;;;;;;;;;;;;;;;;
8919;EBEA-1100 RS 3x14 -2x12 Ds280;1100 RS;3x14;Rebar;2x12;280;30;1000;25;0;-55529286.02;117686;0;364500;0;0;0.553453992;10033;#NEDOSTUPNÝ;80;EBEA;;400;FALSE;FALSE;Slab-to-Slab;;;;;;;;;;;;;;;;;;
8920;EBEA-1100 RS 3x14 -2x12 Ds300;1100 RS;3x14;Rebar;2x12;300;30;1000;25;0;-60920478.84;119357;0;394500;0;0;0.49620982;12277;#NEDOSTUPNÝ;80;EBEA;;400;FALSE;FALSE;Slab-to-Slab;;;;;;;;;;;;;;;;;;
8921;EBEA-1100 RS 3x14 -3x12 Ds160;1100 RS;3x14;Rebar;3x12;160;30;1000;25;0;-22677419.47;123270;0;184500;0;0;1.39067414;1631;#NEDOSTUPNÝ;80;EBEA;;400;FALSE;FALSE;Slab-to-Slab;;;;;;;;;;;;;;;;;;
8922;EBEA-1100 RS 3x14 -3x12 Ds180;1100 RS;3x14;Rebar;3x12;180;30;1000;25;0;-28037825.39;140254;0;214500;0;0;1.122029056;2499;#NEDOSTUPNÝ;80;EBEA;;400;FALSE;FALSE;Slab-to-Slab;;;;;;;;;;;;;;;;;;
8923;EBEA-1100 RS 3x14 -3x12 Ds200;1100 RS;3x14;Rebar;3x12;200;30;1000;25;0;-33444448.55;153157;0;244500;0;0;0.937975878;3566;#NEDOSTUPNÝ;80;EBEA;;400;FALSE;FALSE;Slab-to-Slab;;;;;;;;;;;;;;;;;;
8924;EBEA-1100 RS 3x14 -3x12 Ds220;1100 RS;3x14;Rebar;3x12;220;30;1000;25;0;-38903737.85;162633;0;274500;0;0;0.803750809;4840;#NEDOSTUPNÝ;80;EBEA;;400;FALSE;FALSE;Slab-to-Slab;;;;;;;;;;;;;;;;;;
8925;EBEA-1100 RS 3x14 -3x12 Ds240;1100 RS;3x14;Rebar;3x12;240;30;1000;25;0;-44422142.21;167729;0;304500;0;0;0.701343689;6334;#NEDOSTUPNÝ;80;EBEA;;400;FALSE;FALSE;Slab-to-Slab;;;;;;;;;;;;;;;;;;
8926;EBEA-1100 RS 3x14 -3x12 Ds260;1100 RS;3x14;Rebar;3x12;260;30;1000;25;0;-50006110.55;173806;0;319500;0;0;0.620490665;8059;#NEDOSTUPNÝ;80;EBEA;;400;FALSE;FALSE;Slab-to-Slab;;;;;;;;;;;;;;;;;;
8927;EBEA-1100 RS 3x14 -3x12 Ds280;1100 RS;3x14;Rebar;3x12;280;30;1000;25;0;-55529286.02;176529;0;364500;0;0;0.553453992;10033;#NEDOSTUPNÝ;80;EBEA;;400;FALSE;FALSE;Slab-to-Slab;;;;;;;;;;;;;;;;;;
8928;EBEA-1100 RS 3x14 -3x12 Ds300;1100 RS;3x14;Rebar;3x12;300;30;1000;25;0;-60920478.84;179036;0;394500;0;0;0.49620982;12277;#NEDOSTUPNÝ;80;EBEA;;400;FALSE;FALSE;Slab-to-Slab;;;;;;;;;;;;;;;;;;
8929;EBEA-1100 RS 3x14 -4x12 Ds160;1100 RS;3x14;Rebar;4x12;160;30;1000;25;0;-22677419.47;164360;0;184500;0;0;1.39067414;1631;#NEDOSTUPNÝ;80;EBEA;;400;FALSE;FALSE;Slab-to-Slab;;;;;;;;;;;;;;;;;;
8930;EBEA-1100 RS 3x14 -4x12 Ds180;1100 RS;3x14;Rebar;4x12;180;30;1000;25;0;-28037825.39;187006;0;214500;0;0;1.122029056;2499;#NEDOSTUPNÝ;80;EBEA;;400;FALSE;FALSE;Slab-to-Slab;;;;;;;;;;;;;;;;;;
8931;EBEA-1100 RS 3x14 -4x12 Ds200;1100 RS;3x14;Rebar;4x12;200;30;1000;25;0;-33444448.55;204210;0;244500;0;0;0.937975878;3566;#NEDOSTUPNÝ;80;EBEA;;400;FALSE;FALSE;Slab-to-Slab;;;;;;;;;;;;;;;;;;
8932;EBEA-1100 RS 3x14 -4x12 Ds220;1100 RS;3x14;Rebar;4x12;220;30;1000;25;0;-38903737.85;216844;0;274500;0;0;0.803750809;4840;#NEDOSTUPNÝ;80;EBEA;;400;FALSE;FALSE;Slab-to-Slab;;;;;;;;;;;;;;;;;;
8933;EBEA-1100 RS 3x14 -4x12 Ds240;1100 RS;3x14;Rebar;4x12;240;30;1000;25;0;-44422142.21;223639;0;304500;0;0;0.701343689;6334;#NEDOSTUPNÝ;80;EBEA;;400;FALSE;FALSE;Slab-to-Slab;;;;;;;;;;;;;;;;;;
8934;EBEA-1100 RS 3x14 -4x12 Ds260;1100 RS;3x14;Rebar;4x12;260;30;1000;25;0;-50006110.55;231741;0;319500;0;0;0.620490665;8059;#NEDOSTUPNÝ;80;EBEA;;400;FALSE;FALSE;Slab-to-Slab;;;;;;;;;;;;;;;;;;
8935;EBEA-1100 RS 3x14 -4x12 Ds280;1100 RS;3x14;Rebar;4x12;280;30;1000;25;0;-55529286.02;235372;0;364500;0;0;0.553453992;10033;#NEDOSTUPNÝ;80;EBEA;;400;FALSE;FALSE;Slab-to-Slab;;;;;;;;;;;;;;;;;;
8936;EBEA-1100 RS 3x14 -4x12 Ds300;1100 RS;3x14;Rebar;4x12;300;30;1000;25;0;-60920478.84;238715;0;394500;0;0;0.49620982;12277;#NEDOSTUPNÝ;80;EBEA;;400;FALSE;FALSE;Slab-to-Slab;;;;;;;;;;;;;;;;;;
8937;EBEA-1100 RS 3x14 -5x12 Ds160;1100 RS;3x14;Rebar;5x12;160;30;1000;25;0;-22677419.47;0;0;184500;0;0;1.39067414;1631;#NEDOSTUPNÝ;80;EBEA;;400;FALSE;FALSE;Slab-to-Slab;;;;;;;;;;;;;;;;;;
8938;EBEA-1100 RS 3x14 -5x12 Ds180;1100 RS;3x14;Rebar;5x12;180;30;1000;25;0;-28037825.39;0;0;214500;0;0;1.122029056;2499;#NEDOSTUPNÝ;80;EBEA;;400;FALSE;FALSE;Slab-to-Slab;;;;;;;;;;;;;;;;;;
8939;EBEA-1100 RS 3x14 -5x12 Ds200;1100 RS;3x14;Rebar;5x12;200;30;1000;25;0;-33444448.55;0;0;244500;0;0;0.937975878;3566;#NEDOSTUPNÝ;80;EBEA;;400;FALSE;FALSE;Slab-to-Slab;;;;;;;;;;;;;;;;;;
8940;EBEA-1100 RS 3x14 -5x12 Ds220;1100 RS;3x14;Rebar;5x12;220;30;1000;25;0;-38903737.85;271056;0;274500;0;0;0.803750809;4840;#NEDOSTUPNÝ;80;EBEA;;400;FALSE;FALSE;Slab-to-Slab;;;;;;;;;;;;;;;;;;
8941;EBEA-1100 RS 3x14 -5x12 Ds240;1100 RS;3x14;Rebar;5x12;240;30;1000;25;0;-44422142.21;279548;0;304500;0;0;0.701343689;6334;#NEDOSTUPNÝ;80;EBEA;;400;FALSE;FALSE;Slab-to-Slab;;;;;;;;;;;;;;;;;;
8942;EBEA-1100 RS 3x14 -5x12 Ds260;1100 RS;3x14;Rebar;5x12;260;30;1000;25;0;-50006110.55;289677;0;319500;0;0;0.620490665;8059;#NEDOSTUPNÝ;80;EBEA;;400;FALSE;FALSE;Slab-to-Slab;;;;;;;;;;;;;;;;;;
8943;EBEA-1100 RS 3x14 -5x12 Ds280;1100 RS;3x14;Rebar;5x12;280;30;1000;25;0;-55529286.02;294214;0;364500;0;0;0.553453992;10033;#NEDOSTUPNÝ;80;EBEA;;400;FALSE;FALSE;Slab-to-Slab;;;;;;;;;;;;;;;;;;
8944;EBEA-1100 RS 3x14 -5x12 Ds300;1100 RS;3x14;Rebar;5x12;300;30;1000;25;0;-60920478.84;298394;0;394500;0;0;0.49620982;12277;#NEDOSTUPNÝ;80;EBEA;;400;FALSE;FALSE;Slab-to-Slab;;;;;;;;;;;;;;;;;;
8945;EBEA-1100 RS 4x14 -2x8 Ds160;1100 RS;4x14;Rebar;2x8;160;30;1000;25;0;-30000000;36524;0;184500;0;0;1.356024779;2224;#NEDOSTUPNÝ;80;EBEA;;600;FALSE;FALSE;Slab-to-Slab;;;;;;;;;;;;;;;;;;
8946;EBEA-1100 RS 4x14 -2x8 Ds180;1100 RS;4x14;Rebar;2x8;180;30;1000;25;0;-37000000;41557;0;214500;0;0;1.09349177;3407;#NEDOSTUPNÝ;80;EBEA;;600;FALSE;FALSE;Slab-to-Slab;;;;;;;;;;;;;;;;;;
8947;EBEA-1100 RS 4x14 -2x8 Ds200;1100 RS;4x14;Rebar;2x8;200;30;1000;25;0;-44000000;45380;0;244500;0;0;0.913296108;4862;#NEDOSTUPNÝ;80;EBEA;;600;FALSE;FALSE;Slab-to-Slab;;;;;;;;;;;;;;;;;;
8948;EBEA-1100 RS 4x14 -2x8 Ds220;1100 RS;4x14;Rebar;2x8;220;30;1000;25;0;-51000000;48188;0;274500;0;0;0.781667504;6602;#NEDOSTUPNÝ;80;EBEA;;600;FALSE;FALSE;Slab-to-Slab;;;;;;;;;;;;;;;;;;
8949;EBEA-1100 RS 4x14 -2x8 Ds240;1100 RS;4x14;Rebar;2x8;240;30;1000;25;0;-58000000;49698;0;304500;0;0;0.681082117;8643;#NEDOSTUPNÝ;80;EBEA;;600;FALSE;FALSE;Slab-to-Slab;;;;;;;;;;;;;;;;;;
8950;EBEA-1100 RS 4x14 -2x8 Ds260;1100 RS;4x14;Rebar;2x8;260;30;1000;25;0;-65000000;51498;0;319500;0;0;0.601541527;11003;#NEDOSTUPNÝ;80;EBEA;;600;FALSE;FALSE;Slab-to-Slab;;;;;;;;;;;;;;;;;;
8951;EBEA-1100 RS 4x14 -2x8 Ds280;1100 RS;4x14;Rebar;2x8;280;30;1000;25;0;-72000000;52305;0;364500;0;0;0.536924754;13705;#NEDOSTUPNÝ;80;EBEA;;600;FALSE;FALSE;Slab-to-Slab;;;;;;;;;;;;;;;;;;
8952;EBEA-1100 RS 4x14 -2x8 Ds300;1100 RS;4x14;Rebar;2x8;300;30;1000;25;0;-79000000;53048;0;394500;0;0;0.48327477;16773;#NEDOSTUPNÝ;80;EBEA;;600;FALSE;FALSE;Slab-to-Slab;;;;;;;;;;;;;;;;;;
8953;EBEA-1100 RS 4x14 -3x8 Ds160;1100 RS;4x14;Rebar;3x8;160;30;1000;25;0;-30000000;54787;0;184500;0;0;1.356024779;2224;#NEDOSTUPNÝ;80;EBEA;;600;FALSE;FALSE;Slab-to-Slab;;;;;;;;;;;;;;;;;;
8954;EBEA-1100 RS 4x14 -3x8 Ds180;1100 RS;4x14;Rebar;3x8;180;30;1000;25;0;-37000000;62335;0;214500;0;0;1.09349177;3407;#NEDOSTUPNÝ;80;EBEA;;600;FALSE;FALSE;Slab-to-Slab;;;;;;;;;;;;;;;;;;
8955;EBEA-1100 RS 4x14 -3x8 Ds200;1100 RS;4x14;Rebar;3x8;200;30;1000;25;0;-44000000;68070;0;244500;0;0;0.913296108;4862;#NEDOSTUPNÝ;80;EBEA;;600;FALSE;FALSE;Slab-to-Slab;;;;;;;;;;;;;;;;;;
8956;EBEA-1100 RS 4x14 -3x8 Ds220;1100 RS;4x14;Rebar;3x8;220;30;1000;25;0;-51000000;72281;0;274500;0;0;0.781667504;6602;#NEDOSTUPNÝ;80;EBEA;;600;FALSE;FALSE;Slab-to-Slab;;;;;;;;;;;;;;;;;;
8957;EBEA-1100 RS 4x14 -3x8 Ds240;1100 RS;4x14;Rebar;3x8;240;30;1000;25;0;-58000000;74546;0;304500;0;0;0.681082117;8643;#NEDOSTUPNÝ;80;EBEA;;600;FALSE;FALSE;Slab-to-Slab;;;;;;;;;;;;;;;;;;
8958;EBEA-1100 RS 4x14 -3x8 Ds260;1100 RS;4x14;Rebar;3x8;260;30;1000;25;0;-65000000;77247;0;319500;0;0;0.601541527;11003;#NEDOSTUPNÝ;80;EBEA;;600;FALSE;FALSE;Slab-to-Slab;;;;;;;;;;;;;;;;;;
8959;EBEA-1100 RS 4x14 -3x8 Ds280;1100 RS;4x14;Rebar;3x8;280;30;1000;25;0;-72000000;78457;0;364500;0;0;0.536924754;13705;#NEDOSTUPNÝ;80;EBEA;;600;FALSE;FALSE;Slab-to-Slab;;;;;;;;;;;;;;;;;;
